B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state,county,tract,block group
837,,314,,126,,44,,108,,42,,13,,16,,13,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,5,,7,,0,,13,,5,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,481,,170,,231,,64,,39,,33,,39,,33,,0,,13,,0,,13,,0,,13,,70,,92,,48,,66,,22,,26,,0,,13,,0,,13,,135,,152,,103,,144,,24,,25,,8,,12,,0,,13,,6,,12,,6,,12,,0,,13,,0,,13,,0,,13,,230,,164,,107,,40,,7,,13,,7,,13,,0,,13,,0,,13,,0,,13,,9,,12,,9,,12,,0,,13,,0,,13,,0,,13,,107,,162,,99,,162,,8,,10,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594509002,"Block Group 2, Census Tract 4509, Fairfax County, Virginia",51,59,450900,2
1524,,281,,143,,44,,100,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,15,,12,,15,,12,,0,,13,,0,,13,,0,,13,,9,,11,,9,,11,,0,,13,,0,,13,,0,,13,,19,,27,,19,,27,,0,,13,,0,,13,,0,,13,,886,,209,,683,,184,,35,,26,,30,,24,,5,,7,,0,,13,,0,,13,,108,,70,,59,,38,,49,,36,,0,,13,,0,,13,,48,,40,,26,,23,,0,,13,,22,,21,,0,,13,,12,,18,,6,,9,,0,,13,,6,,9,,0,,13,,495,,115,,328,,74,,29,,24,,17,,26,,6,,13,,6,,12,,0,,13,,87,,43,,28,,16,,37,,25,,6,,13,,16,,14,,32,,27,,13,,16,,6,,13,,13,,21,,0,,13,,19,,29,,19,,29,,0,,13,,0,,13,,0,,13,,510594510002,"Block Group 2, Census Tract 4510, Fairfax County, Virginia",51,59,451000,2
854,,161,,117,,47,,97,,42,,4,,8,,0,,13,,4,,8,,0,,13,,0,,13,,16,,21,,16,,21,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,523,,112,,396,,98,,57,,51,,41,,44,,16,,25,,0,,13,,0,,13,,39,,34,,28,,29,,11,,12,,0,,13,,0,,13,,31,,37,,19,,24,,12,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,214,,50,,158,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,50,,33,,50,,33,,0,,13,,0,,13,,0,,13,,6,,9,,6,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594511001,"Block Group 1, Census Tract 4511, Fairfax County, Virginia",51,59,451100,1
1073,,352,,189,,75,,171,,76,,13,,17,,6,,8,,0,,13,,7,,9,,0,,13,,5,,7,,5,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,626,,234,,501,,225,,24,,32,,6,,8,,9,,12,,9,,12,,0,,13,,91,,66,,87,,66,,4,,6,,0,,13,,0,,13,,10,,11,,4,,8,,6,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,258,,128,,211,,128,,12,,11,,12,,11,,0,,13,,0,,13,,0,,13,,21,,23,,21,,23,,0,,13,,0,,13,,0,,13,,10,,12,,6,,11,,0,,13,,4,,6,,0,,13,,4,,6,,4,,6,,0,,13,,0,,13,,0,,13,,510594512001,"Block Group 1, Census Tract 4512, Fairfax County, Virginia",51,59,451200,1
673,,124,,105,,44,,105,,44,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,369,,117,,290,,102,,67,,80,,32,,37,,35,,48,,0,,13,,0,,13,,3,,6,,3,,6,,0,,13,,0,,13,,0,,13,,9,,14,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,199,,58,,199,,58,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594512002,"Block Group 2, Census Tract 4512, Fairfax County, Virginia",51,59,451200,2
995,,151,,139,,63,,134,,62,,5,,8,,0,,13,,5,,8,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,690,,94,,523,,104,,43,,34,,37,,29,,6,,9,,0,,13,,0,,13,,40,,30,,40,,30,,0,,13,,0,,13,,0,,13,,77,,54,,55,,41,,2,,6,,20,,26,,0,,13,,7,,11,,7,,11,,0,,13,,0,,13,,0,,13,,166,,49,,106,,38,,5,,8,,5,,8,,0,,13,,0,,13,,0,,13,,38,,34,,38,,34,,0,,13,,0,,13,,0,,13,,9,,13,,0,,13,,0,,13,,9,,13,,0,,13,,8,,13,,0,,13,,8,,13,,0,,13,,0,,13,,510594513002,"Block Group 2, Census Tract 4513, Fairfax County, Virginia",51,59,451300,2
2454,,1068,,433,,323,,36,,56,,369,,320,,280,,310,,22,,30,,67,,61,,0,,13,,10,,16,,10,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,18,,30,,18,,30,,0,,13,,0,,13,,0,,13,,1804,,758,,463,,252,,1037,,707,,621,,717,,141,,79,,182,,94,,93,,82,,29,,29,,20,,24,,9,,15,,0,,13,,0,,13,,233,,100,,84,,66,,38,,35,,101,,91,,10,,15,,42,,47,,24,,38,,18,,28,,0,,13,,0,,13,,217,,123,,101,,98,,36,,33,,10,,15,,0,,13,,0,,13,,26,,30,,16,,25,,16,,25,,0,,13,,0,,13,,0,,13,,64,,48,,24,,34,,0,,13,,22,,23,,18,,20,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594514001,"Block Group 1, Census Tract 4514, Fairfax County, Virginia",51,59,451400,1
836,,399,,109,,101,,79,,91,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,30,,52,,30,,52,,0,,13,,0,,13,,0,,13,,654,,375,,119,,93,,119,,191,,0,,13,,1,,24,,118,,193,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,210,,196,,70,,84,,0,,13,,78,,75,,62,,98,,206,,257,,181,,247,,25,,40,,0,,13,,0,,13,,73,,68,,64,,65,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,15,,0,,13,,8,,16,,0,,13,,1,,2,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594515011,"Block Group 1, Census Tract 4515.01, Fairfax County, Virginia",51,59,451501,1
1203,,484,,90,,144,,0,,13,,90,,144,,90,,144,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,801,,283,,321,,130,,329,,225,,124,,125,,64,,99,,0,,13,,141,,159,,6,,10,,6,,10,,0,,13,,0,,13,,0,,13,,67,,106,,28,,44,,39,,62,,0,,13,,0,,13,,78,,125,,53,,85,,25,,40,,0,,13,,0,,13,,312,,375,,28,,37,,36,,55,,36,,55,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,248,,367,,191,,280,,57,,93,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594515012,"Block Group 2, Census Tract 4515.01, Fairfax County, Virginia",51,59,451501,2
1162,,320,,75,,76,,14,,22,,33,,55,,23,,36,,10,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,28,,46,,28,,46,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,901,,274,,646,,220,,61,,79,,51,,70,,10,,21,,0,,13,,0,,13,,17,,27,,17,,27,,0,,13,,0,,13,,0,,13,,166,,166,,49,,57,,117,,130,,0,,13,,0,,13,,11,,24,,0,,13,,11,,24,,0,,13,,0,,13,,186,,84,,99,,64,,12,,20,,12,,20,,0,,13,,0,,13,,0,,13,,16,,26,,8,,13,,8,,13,,0,,13,,0,,13,,59,,50,,16,,27,,7,,11,,26,,36,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594515014,"Block Group 4, Census Tract 4515.01, Fairfax County, Virginia",51,59,451501,4
2387,,360,,286,,98,,129,,93,,32,,37,,17,,22,,15,,27,,0,,13,,0,,13,,71,,65,,52,,57,,0,,13,,19,,30,,0,,13,,32,,30,,32,,30,,0,,13,,0,,13,,0,,13,,22,,39,,22,,39,,0,,13,,0,,13,,0,,13,,1812,,298,,862,,200,,316,,192,,199,,121,,104,,98,,7,,13,,6,,10,,203,,136,,118,,68,,63,,60,,0,,13,,22,,34,,133,,82,,63,,47,,50,,40,,20,,26,,0,,13,,298,,170,,211,,129,,87,,54,,0,,13,,0,,13,,289,,104,,159,,67,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,31,,35,,10,,15,,0,,13,,0,,13,,21,,32,,75,,63,,13,,19,,43,,50,,19,,26,,0,,13,,15,,26,,0,,13,,0,,13,,0,,13,,15,,26,,510594515021,"Block Group 1, Census Tract 4515.02, Fairfax County, Virginia",51,59,451502,1
1222,,416,,57,,43,,27,,29,,20,,33,,20,,33,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,15,,10,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,591,,339,,0,,13,,404,,272,,239,,227,,96,,117,,69,,76,,0,,13,,139,,173,,103,,168,,36,,48,,0,,13,,0,,13,,44,,46,,8,,14,,10,,13,,26,,34,,0,,13,,4,,9,,4,,9,,0,,13,,0,,13,,0,,13,,574,,246,,550,,244,,16,,26,,0,,13,,0,,13,,16,,26,,0,,13,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594515023,"Block Group 3, Census Tract 4515.02, Fairfax County, Virginia",51,59,451502,3
2132,,579,,792,,382,,0,,13,,792,,382,,456,,322,,143,,160,,107,,132,,86,,129,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1340,,334,,51,,79,,1289,,287,,453,,212,,60,,72,,532,,174,,244,,196,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594516011,"Block Group 1, Census Tract 4516.01, Fairfax County, Virginia",51,59,451601,1
1199,,536,,336,,233,,0,,13,,336,,233,,198,,190,,65,,74,,73,,117,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,863,,378,,28,,45,,835,,373,,264,,204,,146,,108,,322,,214,,103,,90,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594516013,"Block Group 3, Census Tract 4516.01, Fairfax County, Virginia",51,59,451601,3
1042,,280,,130,,65,,76,,54,,48,,39,,48,,39,,0,,13,,0,,13,,0,,13,,6,,11,,0,,13,,6,,11,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,715,,225,,351,,150,,238,,190,,238,,190,,0,,13,,0,,13,,0,,13,,12,,14,,12,,14,,0,,13,,0,,13,,0,,13,,91,,92,,39,,42,,52,,50,,0,,13,,0,,13,,23,,26,,14,,18,,9,,12,,0,,13,,0,,13,,197,,83,,163,,85,,21,,26,,18,,24,,0,,13,,3,,4,,0,,13,,8,,11,,1,,3,,7,,11,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,5,,10,,5,,10,,0,,13,,0,,13,,0,,13,,510594516021,"Block Group 1, Census Tract 4516.02, Fairfax County, Virginia",51,59,451602,1
1810,,481,,204,,103,,146,,88,,46,,50,,46,,50,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,12,,19,,0,,13,,12,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1386,,419,,452,,172,,651,,345,,460,,264,,86,,92,,105,,145,,0,,13,,57,,60,,47,,48,,0,,13,,10,,17,,0,,13,,226,,198,,37,,34,,93,,81,,96,,105,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,220,,78,,98,,56,,78,,72,,49,,39,,29,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,37,,34,,0,,13,,0,,13,,29,,27,,8,,14,,7,,12,,7,,12,,0,,13,,0,,13,,0,,13,,510594518001,"Block Group 1, Census Tract 4518, Fairfax County, Virginia",51,59,451800,1
1348,,334,,341,,162,,71,,58,,233,,167,,212,,169,,21,,27,,0,,13,,0,,13,,37,,41,,37,,41,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,871,,208,,543,,137,,272,,190,,140,,147,,36,,48,,27,,34,,69,,104,,38,,40,,15,,23,,23,,34,,0,,13,,0,,13,,18,,21,,9,,15,,9,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,136,,46,,136,,46,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872003032,"Block Group 2, Census Tract 2003.03, Henrico County, Virginia",51,87,200303,2
1323,,357,,162,,80,,151,,80,,8,,11,,7,,11,,0,,13,,1,,3,,0,,13,,1,,2,,1,,2,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,2,,4,,0,,13,,2,,4,,0,,13,,0,,13,,786,,321,,765,,323,,21,,34,,21,,34,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,375,,95,,316,,90,,24,,37,,24,,37,,0,,13,,0,,13,,0,,13,,35,,38,,12,,17,,23,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872003052,"Block Group 2, Census Tract 2003.05, Henrico County, Virginia",51,87,200305,2
1948,,433,,494,,219,,251,,202,,61,,56,,61,,56,,0,,13,,0,,13,,0,,13,,26,,49,,26,,49,,0,,13,,0,,13,,0,,13,,116,,96,,116,,96,,0,,13,,0,,13,,0,,13,,40,,50,,40,,50,,0,,13,,0,,13,,0,,13,,1381,,301,,808,,246,,169,,115,,83,,81,,15,,23,,71,,100,,0,,13,,71,,105,,15,,21,,56,,86,,0,,13,,0,,13,,234,,160,,32,,38,,129,,100,,0,,13,,73,,71,,99,,76,,65,,56,,34,,36,,0,,13,,0,,13,,73,,46,,65,,43,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,7,,13,,7,,13,,0,,13,,0,,13,,0,,13,,1,,3,,1,,3,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872003053,"Block Group 3, Census Tract 2003.05, Henrico County, Virginia",51,87,200305,3
871,,214,,135,,88,,94,,79,,17,,25,,0,,13,,17,,25,,0,,13,,0,,13,,19,,28,,0,,13,,12,,18,,7,,10,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,5,,7,,2,,4,,3,,5,,0,,13,,0,,13,,601,,181,,448,,155,,92,,112,,0,,13,,48,,59,,35,,55,,9,,14,,25,,28,,12,,19,,7,,11,,6,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,36,,42,,36,,42,,0,,13,,0,,13,,0,,13,,135,,52,,135,,52,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004042,"Block Group 2, Census Tract 2004.04, Henrico County, Virginia",51,87,200404,2
522,,260,,96,,97,,96,,97,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,378,,198,,225,,135,,12,,21,,12,,21,,0,,13,,0,,13,,0,,13,,132,,173,,61,,80,,71,,93,,0,,13,,0,,13,,9,,14,,0,,13,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,48,,42,,48,,42,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004043,"Block Group 3, Census Tract 2004.04, Henrico County, Virginia",51,87,200404,3
844,,225,,90,,94,,23,,25,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,67,,93,,40,,56,,0,,13,,27,,38,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,442,,161,,332,,113,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,53,,81,,27,,41,,26,,41,,0,,13,,0,,13,,54,,57,,21,,33,,32,,46,,1,,6,,0,,13,,3,,37,,1,,15,,0,,13,,0,,13,,2,,22,,312,,83,,301,,90,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,1,,6,,0,,13,,0,,13,,0,,13,,1,,6,,2,,22,,2,,22,,0,,13,,0,,13,,0,,13,,510872004072,"Block Group 2, Census Tract 2004.07, Henrico County, Virginia",51,87,200407,2
1087,,395,,319,,178,,285,,176,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,34,,55,,0,,13,,34,,55,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,768,,262,,644,,246,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,31,,51,,0,,13,,0,,13,,31,,51,,0,,13,,58,,91,,58,,91,,0,,13,,0,,13,,0,,13,,35,,62,,35,,62,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004073,"Block Group 3, Census Tract 2004.07, Henrico County, Virginia",51,87,200407,3
2805,,360,,297,,100,,143,,60,,60,,43,,42,,32,,18,,27,,0,,13,,0,,13,,29,,29,,0,,13,,14,,14,,15,,15,,0,,13,,5,,12,,5,,12,,0,,13,,0,,13,,0,,13,,60,,71,,48,,58,,12,,20,,0,,13,,0,,13,,2272,,307,,1632,,295,,317,,147,,67,,46,,120,,80,,89,,79,,41,,55,,122,,101,,23,,28,,78,,75,,21,,21,,0,,13,,39,,39,,2,,6,,0,,13,,37,,38,,0,,13,,162,,162,,70,,67,,77,,94,,15,,24,,0,,13,,236,,84,,191,,71,,24,,36,,0,,13,,0,,13,,0,,13,,24,,36,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,21,,24,,0,,13,,0,,13,,9,,15,,12,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004091,"Block Group 1, Census Tract 2004.09, Henrico County, Virginia",51,87,200409,1
1290,,392,,38,,52,,38,,52,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1126,,367,,1086,,364,,40,,62,,1,,2,,0,,13,,39,,62,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,126,,86,,126,,86,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004111,"Block Group 1, Census Tract 2004.11, Henrico County, Virginia",51,87,200411,1
696,,234,,203,,157,,161,,147,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,42,,63,,0,,13,,28,,42,,14,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,484,,147,,394,,134,,10,,17,,10,,17,,0,,13,,0,,13,,0,,13,,39,,62,,0,,13,,27,,43,,0,,13,,12,,19,,41,,68,,0,,13,,41,,68,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510872004113,"Block Group 3, Census Tract 2004.11, Henrico County, Virginia",51,87,200411,3
